commit_id,repo,partition,diff,label,PL,LOC_MOD,filename
ea2060f5ae7368a693f2099878ec24410aa75d77,jooby-project/jooby,train,"@@ -21,6 +21,7 @@ package org.jooby;
 import static com.google.common.base.Preconditions.checkArgument;
 import static java.util.Objects.requireNonNull;
 
+import java.util.Collections;
 import java.util.HashMap;
 import java.util.List;
 import java.util.Locale;
@@ -29,6 +30,7 @@ import java.util.NoSuchElementException;
 import java.util.Optional;
 import java.util.function.BiFunction;
 import java.util.function.Consumer;
+import java.util.function.Function;
 import java.util.function.Predicate;
 import java.util.function.Supplier;
 
@@ -66,7 +68,7 @@ import javaslang.control.Try.CheckedConsumer;
 public interface Env extends LifeCycle {
 
   /**
-   * Utility class for generated {@link Key} for named services.
+   * Utility class for generating {@link Key} for named services.
    *
    * @author edgar
    */
@@ -139,6 +141,8 @@ public interface Env extends LifeCycle {
 
       private ImmutableList.Builder<CheckedConsumer<Registry>> shutdown = ImmutableList.builder();
 
+      private Map<String, Function<String, String>> xss = new HashMap<>();
+
       private ServiceKey key = new ServiceKey();
 
       @Override
@@ -195,6 +199,18 @@ public interface Env extends LifeCycle {
       public List<CheckedConsumer<Registry>> startTasks() {
         return this.start.build();
       }
+
+      @Override
+      public Map<String, Function<String, String>> xss() {
+        return Collections.unmodifiableMap(xss);
+      }
+
+      @Override
+      public Env xss(final String name, final Function<String, String> escaper) {
+        xss.put(requireNonNull(name, ""Name required.""),
+            requireNonNull(escaper, ""Function required.""));
+        return this;
+      }
     };
   };
 
@@ -228,7 +244,6 @@ public interface Env extends LifeCycle {
     return new ServiceKey();
   }
 
-
   /**
    * Returns a string with all substitutions (the <code>${foo.bar}</code> syntax,
    * see <a href=""https://github.com/typesafehub/config/blob/master/HOCON.md"">the
@@ -423,6 +438,20 @@ public interface Env extends LifeCycle {
     return match().option(API.Case(predicate, result));
   }
 
+  /**
+   * @return XSS escape functions.
+   */
+  Map<String, Function<String, String>> xss();
+
+  /**
+   * Set/override a XSS escape function.
+   *
+   * @param name Escape's name.
+   * @param escaper Escape function.
+   * @return This environment.
+   */
+  Env xss(String name, Function<String, String> escaper);
+
   /**
    * @return List of start tasks.
    */
",1,java,16.0,Env.java
0d830e8cbe5213968abb1bcb1c816ca2ee00aa53,joniles/mpxj,train,"@@ -39,17 +39,11 @@ import java.util.regex.Pattern;
 
 import javax.xml.bind.JAXBContext;
 import javax.xml.bind.JAXBException;
-import javax.xml.bind.Unmarshaller;
-import javax.xml.bind.UnmarshallerHandler;
 import javax.xml.parsers.ParserConfigurationException;
-import javax.xml.parsers.SAXParser;
-import javax.xml.parsers.SAXParserFactory;
 
 import org.apache.poi.util.ReplacingInputStream;
 import org.xml.sax.InputSource;
 import org.xml.sax.SAXException;
-import org.xml.sax.XMLFilter;
-import org.xml.sax.XMLReader;
 
 import net.sf.mpxj.ActivityCode;
 import net.sf.mpxj.ActivityCodeContainer;
@@ -84,6 +78,7 @@ import net.sf.mpxj.TimeUnit;
 import net.sf.mpxj.common.BooleanHelper;
 import net.sf.mpxj.common.DateHelper;
 import net.sf.mpxj.common.NumberHelper;
+import net.sf.mpxj.common.UnmarshalHelper;
 import net.sf.mpxj.listener.ProjectListener;
 import net.sf.mpxj.primavera.schema.APIBusinessObjects;
 import net.sf.mpxj.primavera.schema.ActivityCodeType;
@@ -265,25 +260,12 @@ public final class PrimaveraPMFileReader extends AbstractProjectReader
    {
       try
       {
-         SAXParserFactory factory = SAXParserFactory.newInstance();
-         factory.setFeature(""http://apache.org/xml/features/disallow-doctype-decl"", true);
-         factory.setNamespaceAware(true);
-         SAXParser saxParser = factory.newSAXParser();
-         XMLReader xmlReader = saxParser.getXMLReader();
-
          if (CONTEXT == null)
          {
             throw CONTEXT_EXCEPTION;
          }
 
-         Unmarshaller unmarshaller = CONTEXT.createUnmarshaller();
-         XMLFilter filter = new NamespaceFilter();
-         filter.setParent(xmlReader);
-         UnmarshallerHandler unmarshallerHandler = unmarshaller.getUnmarshallerHandler();
-         filter.setContentHandler(unmarshallerHandler);
-         filter.parse(configureInputSource(stream));
-
-         return (APIBusinessObjects) unmarshallerHandler.getResult();
+         return (APIBusinessObjects) UnmarshalHelper.unmarshal(CONTEXT, configureInputSource(stream), new NamespaceFilter(), false);
       }
 
       catch (ParserConfigurationException ex)
",1,java,20.0,PrimaveraPMFileReader.java
c3e457f7a16facfe563eade82b0fa8736a8c96f9,joniles/mpxj,train,"@@ -25,7 +25,6 @@
 import java.io.IOException;
 import java.io.InputStream;
-import java.io.InputStreamReader;
 import java.util.ArrayList;
 import java.util.Collections;
 import java.util.Comparator;
@@ -36,16 +35,9 @@
 import javax.xml.bind.JAXBContext;
 import javax.xml.bind.JAXBException;
-import javax.xml.bind.Unmarshaller;
-import javax.xml.bind.UnmarshallerHandler;
 import javax.xml.parsers.ParserConfigurationException;
-import javax.xml.parsers.SAXParser;
-import javax.xml.parsers.SAXParserFactory;
-import org.xml.sax.InputSource;
 import org.xml.sax.SAXException;
-import org.xml.sax.XMLFilter;
-import org.xml.sax.XMLReader;
 import net.sf.mpxj.DateRange;
 import net.sf.mpxj.Duration;
@@ -65,6 +57,7 @@
 import net.sf.mpxj.Task;
 import net.sf.mpxj.TimeUnit;
 import net.sf.mpxj.common.AlphanumComparator;
+import net.sf.mpxj.common.UnmarshalHelper;
 import net.sf.mpxj.conceptdraw.schema.Document;
 import net.sf.mpxj.conceptdraw.schema.Document.Calendars.Calendar;
 import net.sf.mpxj.conceptdraw.schema.Document.Calendars.Calendar.ExceptedDays.ExceptedDay;
@@ -99,6 +92,11 @@
    {
       try
       {
+         if (CONTEXT == null)
+         {
+            throw CONTEXT_EXCEPTION;
+         }
+
          m_projectFile = new ProjectFile();
          m_eventManager = m_projectFile.getEventManager();
          m_calendarMap = new HashMap<>();
@@ -113,23 +111,7 @@
          m_eventManager.addProjectListeners(m_projectListeners);
-         SAXParserFactory factory = SAXParserFactory.newInstance();
-         SAXParser saxParser = factory.newSAXParser();
-         XMLReader xmlReader = saxParser.getXMLReader();
-
-         if (CONTEXT == null)
-         {
-            throw CONTEXT_EXCEPTION;
-         }
-
-         Unmarshaller unmarshaller = CONTEXT.createUnmarshaller();
-
-         XMLFilter filter = new NamespaceFilter();
-         filter.setParent(xmlReader);
-         UnmarshallerHandler unmarshallerHandler = unmarshaller.getUnmarshallerHandler();
-         filter.setContentHandler(unmarshallerHandler);
-         filter.parse(new InputSource(new InputStreamReader(stream)));
-         Document cdp = (Document) unmarshallerHandler.getResult();
+         Document cdp = (Document) UnmarshalHelper.unmarshal(CONTEXT, stream, new NamespaceFilter());
          readProjectProperties(cdp);
          readCalendars(cdp);",1,java,28.0,src/main/java/net/sf/mpxj/conceptdraw/ConceptDrawProjectReader.java
1a1d6ca1bc3ae840238dc345fa1eb2c7c28c8cb,apache/hive,train,"@@ -63,7 +63,7 @@ public static void setHiveConfWhiteList(HiveConf hiveConf) throws HiveAuthzPlugi
     String curBlackList = hiveConf.getVar(ConfVars.HIVE_SERVER2_BUILTIN_UDF_BLACKLIST);
     if (curBlackList == null || curBlackList.trim().isEmpty()) {
-      hiveConf.setVar(ConfVars.HIVE_SERVER2_BUILTIN_UDF_BLACKLIST, ""reflect,reflect2,java_method"");
+      hiveConf.setVar(ConfVars.HIVE_SERVER2_BUILTIN_UDF_BLACKLIST, ""reflect,reflect2,java_method,in_file"");
     }
   }",1,java,2.0,SettableConfigUpdater.java
3c9152e2c75f7e8b654beec40383748a14c6b51b,AsyncHttpClient/async-http-client,train,"@@ -0,0 +1,96 @@
+/*
+ * To the extent possible under law, Kevin Locke has waived all copyright and
+ * related or neighboring rights to this work.
+ * <p/>
+ * A legal description of this waiver is available in <a href=""https://gist.github.com/kevinoid/3829665"">LICENSE.txt</a>
+ */
+package org.asynchttpclient.util;
+
+import sun.security.util.HostnameChecker;
+
+import javax.net.ssl.HostnameVerifier;
+import javax.net.ssl.SSLPeerUnverifiedException;
+import javax.net.ssl.SSLSession;
+import javax.security.auth.kerberos.KerberosPrincipal;
+import java.security.Principal;
+import java.security.cert.Certificate;
+import java.security.cert.CertificateException;
+import java.security.cert.X509Certificate;
+
+/**
+ * Uses the internal HostnameChecker to verify the server's hostname matches with the
+ * certificate.  This is a requirement for HTTPS, but the raw SSLEngine does not have
+ * this functionality.  As such, it has to be added in manually.  For a more complete
+ * description of hostname verification and why it's important,
+ * please read
+ * <a href=""http://tersesystems.com/2014/03/23/fixing-hostname-verification/"">Fixing
+ * Hostname Verification</a>.
+ * <p/>
+ * This code is based on Kevin Locke's <a href=""http://kevinlocke.name/bits/2012/10/03/ssl-certificate-verification-in-dispatch-and-asynchttpclient/"">guide</a> .
+ * <p/>
+
+ */
+public class DefaultHostnameVerifier implements HostnameVerifier {
+
+    private HostnameVerifier extraHostnameVerifier;
+
+    public DefaultHostnameVerifier() {
+    }
+
+    public DefaultHostnameVerifier(HostnameVerifier extraHostnameVerifier) {
+        this.extraHostnameVerifier = extraHostnameVerifier;
+    }
+
+    private boolean hostnameMatches(String hostname, SSLSession session) {
+        HostnameChecker checker =
+                HostnameChecker.getInstance(HostnameChecker.TYPE_TLS);
+
+        boolean validCertificate = false, validPrincipal = false;
+        try {
+            Certificate[] peerCertificates = session.getPeerCertificates();
+
+            if (peerCertificates.length > 0 &&
+                    peerCertificates[0] instanceof X509Certificate) {
+                X509Certificate peerCertificate =
+                        (X509Certificate) peerCertificates[0];
+
+                try {
+                    checker.match(hostname, peerCertificate);
+                    // Certificate matches hostname
+                    validCertificate = true;
+                } catch (CertificateException ex) {
+                    // Certificate does not match hostname
+                }
+            } else {
+                // Peer does not have any certificates or they aren't X.509
+            }
+        } catch (SSLPeerUnverifiedException ex) {
+            // Not using certificates for peers, try verifying the principal
+            try {
+                Principal peerPrincipal = session.getPeerPrincipal();
+                if (peerPrincipal instanceof KerberosPrincipal) {
+                    validPrincipal = HostnameChecker.match(hostname,
+                            (KerberosPrincipal) peerPrincipal);
+                } else {
+                    // Can't verify principal, not Kerberos
+                }
+            } catch (SSLPeerUnverifiedException ex2) {
+                // Can't verify principal, no principal
+            }
+        }
+
+        return validCertificate || validPrincipal;
+    }
+
+    public boolean verify(String hostname, SSLSession session) {
+        if (hostnameMatches(hostname, session)) {
+            return true;
+        } else {
+            if (extraHostnameVerifier != null) {
+                return extraHostnameVerifier.verify(hostname, session);
+            } else {
+                return false;
+            }
+        }
+    }
+}
From fa056c572ab0c9b6edd05a7cc508898f35cc90d5 Mon Sep 17 00:00:00 2001
From: Will Sargent <will.sargent@gmail.com>
Date: Mon, 24 Mar 2014 23:25:44 -0700
Subject: [PATCH 2/3] Use reflection to avoid the ""not part of JDK"" error
 running tests.
---
 .../AsyncHttpClientConfigBean.java            |  8 +-
 .../util/DefaultHostnameVerifier.java         | 73 ++++++++++++++++---
 2 files changed, 65 insertions(+), 16 deletions(-)",1,java,60.0,api/src/main/java/org/asynchttpclient/util/DefaultHostnameVerifier.java
14b62aca4764d496813f55a43d050b017e01eb65,pgjdbc/pgjdbc,train,"@@ -0,0 +1,25 @@
+/*
+ * Copyright (c) 2020, PostgreSQL Global Development Group
+ * See the LICENSE file in the project root for more information.
+ */
+
+package org.postgresql.xml;
+
+import org.xml.sax.ErrorHandler;
+import org.xml.sax.SAXParseException;
+
+/**
+ * Error handler that silently suppresses all errors.
+ */
+public class NullErrorHandler implements ErrorHandler {
+  public static final NullErrorHandler INSTANCE = new NullErrorHandler();
+
+  public void error(SAXParseException e) {
+  }
+
+  public void fatalError(SAXParseException e) {
+  }
+
+  public void warning(SAXParseException e) {
+  }
+}",1,java,13.0,pgjdbc/src/main/java/org/postgresql/xml/NullErrorHandler.java
14b62aca4764d496813f55a43d050b017e01eb65,pgjdbc/pgjdbc,train,"@@ -661,6 +661,17 @@
     ""false"",
     ""Use SPNEGO in SSPI authentication requests""),
+  /**
+   * Factory class to instantiate factories for XML processing.
+   * The default factory disables external entity processing.
+   * Legacy behavior with external entity processing can be enabled by specifying a value of LEGACY_INSECURE.
+   * Or specify a custom class that implements {@code org.postgresql.xml.PGXmlFactoryFactory}.
+   */
+  XML_FACTORY_FACTORY(
+    ""xmlFactoryFactory"",
+    """",
+    ""Factory class to instantiate factories for XML processing""),
+
   ;
   private final String name;",1,java,5.0,pgjdbc/src/main/java/org/postgresql/PGProperty.java
0a78612f981c541ad2d997e6a365f2a0b3e799d9,cloudfoundry/uaa,train,"@@ -0,0 +1,65 @@
+package org.cloudfoundry.identity.uaa.security;
+
+import javax.net.ssl.TrustManager;
+import javax.net.ssl.TrustManagerFactory;
+import javax.net.ssl.X509TrustManager;
+import java.security.KeyStore;
+import java.security.KeyStoreException;
+import java.security.NoSuchAlgorithmException;
+import java.security.cert.CertificateException;
+import java.security.cert.X509Certificate;
+
+public class X509ExpiryCheckingTrustManager implements X509TrustManager {
+
+    private X509TrustManager delegate;
+
+    public X509ExpiryCheckingTrustManager() {
+        try {
+            TrustManagerFactory tmf;
+            tmf = TrustManagerFactory.getInstance(TrustManagerFactory.getDefaultAlgorithm());
+            tmf.init((KeyStore) null);
+            X509TrustManager x509Tm = null;
+            for (TrustManager tm : tmf.getTrustManagers()) {
+                if (tm instanceof X509TrustManager) {
+                    x509Tm = (X509TrustManager) tm;
+                    break;
+                }
+            }
+            delegate = x509Tm;
+        } catch (NoSuchAlgorithmException | KeyStoreException e) {
+        }
+    }
+
+    protected void setDelegate(X509TrustManager delegate) {
+        this.delegate = delegate;
+    }
+
+    @Override
+    public void checkClientTrusted(X509Certificate[] x509Certificates, String s) throws CertificateException {
+        if (delegate == null) {
+            throw new CertificateException();
+        } else {
+            delegate.checkClientTrusted(x509Certificates, s);
+        }
+    }
+
+    @Override
+    public void checkServerTrusted(X509Certificate[] x509Certificates, String s) throws CertificateException {
+        if (delegate == null) {
+            throw new CertificateException();
+        } else {
+            delegate.checkServerTrusted(x509Certificates, s);
+        }
+        for (X509Certificate certificate : x509Certificates) {
+            certificate.checkValidity();
+        }
+    }
+
+    @Override
+    public X509Certificate[] getAcceptedIssuers() {
+        if (delegate != null) {
+            return delegate.getAcceptedIssuers();
+        }
+        return new X509Certificate[0];
+    }
+}",1,java,58.0,X509ExpiryCheckingTrustManager.java
ae9ba6cfd32ed80469f162e5e3583e2477862ddf,ctripcorp/apollo,train,"@@ -173,4 +173,11 @@ int checkInt(int value, int min, int max, int defaultValue) {
     return defaultValue;
   }
+  public boolean isAdminServiceAccessControlEnabled() {
+    return getBooleanProperty(""admin-service.access.control.enabled"", false);
+  }
+
+  public String getAdminServiceAccessTokens() {
+    return getValue(""admin-service.access.tokens"");
+  }
 }",1,java,7.0,apollo-biz/src/main/java/com/ctrip/framework/apollo/biz/config/BizConfig.java
3bca8f8d25d7d55f20676a6f12e15940917e33f6,hmcts/ccd-data-store-api,train,"@@ -47,12 +47,6 @@ public class AuthorisedGetCaseViewOperation extends AbstractAuthorisedCaseViewOp
         return filterUpsertAccess(caseType, userRoles, caseView);
     }
 
-    @Override
-    @Deprecated
-    public CaseView execute(String jurisdictionId, String caseTypeId, String caseReference) {
-        return execute(caseReference);
-    }
-
     private CaseView filterUpsertAccess(CaseType caseType, Set<String> userRoles, CaseView caseView) {
         CaseViewTrigger[] authorisedTriggers;
         if (!getAccessControlService().canAccessCaseTypeWithCriteria(caseType,
",1,java,6.0,AuthorisedGetCaseViewOperation.java
